648	1108
649	1086
650	1091
651	1100
652	1090
653	1081
654	1085
655	1087
656	1090
657	1076
658	1075
659	1074
660	1106
661	1122
662	1111
663	1122
664	1135
665	1157
666	1177
667	1184
668	1169
669	1141
670	1157
671	1151
672	1121
673	1093
674	1086
675	1090
676	1084
677	1106
678	1083
679	1067
680	1082
681	1121
682	1142
683	1144
684	1129
685	1106
686	1084
687	1079
688	1060
689	1049
690	1065
691	1083
692	1099
693	1115
694	1137
695	1137
696	1125
697	1096
698	1102
699	1076
700	1084
701	1081
702	1090
703	1114
704	1106
705	1125
706	1107
707	1117
708	1122
709	1130
710	1121
711	1129
712	1125
713	1112
714	1117
715	1128
716	1103
717	1085
718	1065
719	1053
720	1036
721	1041
722	1035
723	1027
724	1031
725	1028
726	1015
727	1006
728	1038
729	1051
730	1066
731	1091
732	1109
733	1116
734	1119
735	1111
736	1094
737	1070
738	1049
739	1045
740	1038
741	1036
742	1055
743	1080
744	1091
745	1112
746	1089
747	1055
748	1044
749	1010
750	998
751	1029
752	1040
753	1048
754	1070
755	1081
756	1084
757	1070
758	1065
759	1051
760	1064
761	1052
762	1052
763	1054
764	1058
765	1026
766	1018
767	1038
768	1054
769	1077
770	1063
771	1059
772	1072
773	1072
774	1058
775	1042
776	1044
777	1087
778	1074
779	1052
780	1036
781	1038
782	1037
783	1046
784	1026
785	1041
786	1061
787	1062
788	1057
789	1069
790	1079
791	1058
792	1035
793	1038
794	1063
795	1059
796	1041
797	1024
798	1006
799	1006
800	1007
801	1015
802	1025
803	1038
804	1051
805	1094
806	1097
807	1091
808	1070
809	1075
810	1058
811	1044
812	1036
813	1036
814	1080
815	1128
816	1140
817	1146
818	1147
819	1113
820	1094
821	1051
822	1022
823	1016
824	1031
825	1022
826	1038
827	1080
828	1106
829	1118
830	1112
831	1101
832	1126
833	1121
834	1130
835	1115
836	1119
837	1114
838	1094
839	1110
840	1115
841	1135
842	1140
843	1113
844	1104
845	1122
846	1134
847	1125
848	1118
849	1132
850	1132
851	1133
852	1097
853	1084
854	1070
855	1049
856	1031
857	1038
858	1063
859	1060
860	1082
861	1124
862	1102
863	1090
864	1101
865	1074
866	1068
867	1064
868	1057
869	1059
870	1046
871	1037
872	1040
873	1049
874	1050
875	1055
876	1058
877	1086
878	1066
879	1071
880	1082
881	1092
882	1100
883	1112
884	1101
885	1103
886	1119
887	1127
888	1120
889	1129
890	1116
891	1106
892	1100
893	1102
894	1096
895	1102
896	1090
897	1065
898	1076
899	1086
900	1083
901	1096
902	1107
903	1092
904	1071
905	1097
906	1102
907	1106
908	1096
909	1101
910	1090
911	1065
912	1070
913	1056
914	1051
915	1074
916	1070
917	1098
918	1122
919	1115
920	1129
921	1145
922	1118
923	1112
924	1098
925	1083
926	1108
927	1114
928	1121
929	1118
930	1121
931	1109
932	1106
933	1105
934	1095
935	1078
936	1097
937	1095
938	1055
939	1044
940	1038
941	1030
942	1043
943	1019
944	1017
945	1028
946	1060
947	1036
948	1015
949	1019
950	1004
951	999
952	999
953	1003
954	1025
955	1030
956	1019
957	1002
958	1010
959	1012
960	1026
961	1026
962	1028
963	1057
964	1082
965	1085
966	1110
967	1099
968	1090
969	1096
970	1098
971	1098
972	1073
973	1078
974	1076
975	1090
976	1112
977	1099
978	1098
979	1074
980	1070
981	1081
982	1082
983	1058
984	1060
985	1068
986	1089
987	1062
988	1091
989	1057
990	1077
991	1089
992	1079
993	1071
994	1077
995	1094
996	1120
997	1140
998	1132
999	1132
1000	1134
1001	1141
1002	644
1003	388
1004	236
1005	151
1006	101
1007	73
1008	47
1009	23
1010	17
1011	16
1012	12
1013	9
1014	5
1015	3
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
1091	0
1092	0
1093	0
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1109	0
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
1160	0
1161	0
1162	0
1163	0
1164	0
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	0
1172	0
1173	0
1174	0
1175	0
1176	0
1177	0
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1187	0
1188	0
1189	0
1190	0
1191	0
1192	0
1193	0
1194	0
1195	0
1196	0
1197	0
1198	0
1199	0
1200	0
1201	0
1202	0
1203	0
1204	0
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	0
1318	0
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
