1	291
2	281
3	272
4	264
5	260
6	256
7	255
8	246
9	470
10	673
11	842
12	970
13	1042
14	1079
15	1115
16	1115
17	1106
18	1186
19	1307
20	1428
21	1551
22	1651
23	1694
24	1743
25	1733
26	1676
27	1683
28	1643
29	1669
30	1674
31	1702
32	1738
33	1738
34	1697
35	1744
36	1706
37	1713
38	1750
39	1741
40	1732
41	1704
42	1707
43	1745
44	1769
45	1739
46	1705
47	1736
48	1745
49	1715
50	1694
51	1699
52	1700
53	1676
54	1648
55	1647
56	1674
57	1689
58	1703
59	1735
60	1643
61	1628
62	1636
63	1650
64	1620
65	1638
66	1658
67	1690
68	1668
69	1670
70	1665
71	1651
72	1639
73	1660
74	1634
75	1626
76	1635
77	1656
78	1687
79	1667
80	1657
81	1671
82	1638
83	1633
84	1635
85	1604
86	1603
87	1633
88	1610
89	1572
90	1572
91	1600
92	1589
93	1633
94	1652
95	1632
96	1641
97	1626
98	1604
99	1562
100	1530
101	1533
102	1502
103	1535
104	1549
105	1561
106	1589
107	1581
108	1566
109	1589
110	1551
111	1546
112	1543
113	1579
114	1594
115	1608
116	1596
117	1550
118	1558
119	1550
120	1537
121	1559
122	1542
123	1553
124	1582
125	1601
126	1606
127	1607
128	1582
129	1547
130	1526
131	1530
132	1533
133	1502
134	1527
135	1581
136	1564
137	1579
138	1571
139	1587
140	1588
141	1563
142	1552
143	1579
144	1551
145	1536
146	1553
147	1553
148	1529
149	1561
150	1574
151	1580
152	1574
153	1540
154	1482
155	1485
156	1490
157	1493
158	1518
159	1533
160	1548
161	1536
162	1480
163	1464
164	1444
165	1490
166	1456
167	1438
168	1450
169	1483
170	1494
171	1502
172	1453
173	1460
174	1496
175	1538
176	1540
177	1510
178	1478
179	1503
180	1496
181	1527
182	1523
183	1542
184	1571
185	1551
186	1537
187	1532
188	1562
189	1555
190	1505
191	1473
192	1471
193	1439
194	1439
195	1483
196	1535
197	1579
198	1601
199	1585
200	1565
201	1568
202	1535
203	1545
204	1498
205	1500
206	1508
207	1541
208	1534
209	1530
210	1535
211	1490
212	1483
213	1499
214	1487
215	1443
216	1457
217	1457
218	1488
219	1498
220	1491
221	1477
222	1491
223	1511
224	1522
225	1533
226	1529
227	1534
228	1522
229	1499
230	1520
231	1532
232	1537
233	1516
234	1534
235	1541
236	1530
237	1537
238	1521
239	1506
240	1480
241	1447
242	1432
243	1464
244	1467
245	1462
246	1499
247	1489
248	1479
249	1470
250	1483
251	1493
252	1467
253	1432
254	1422
255	1456
256	1456
257	1454
258	1449
259	1475
260	1519
261	1548
262	1569
263	1551
264	1537
265	1516
266	1519
267	1526
268	1500
269	1500
270	1518
271	1533
272	1524
273	1491
274	1485
275	1479
276	1455
277	1452
278	1465
279	1459
280	1471
281	1465
282	1446
283	1418
284	1441
285	1452
286	1444
287	1468
288	1468
289	1487
290	1485
291	1510
292	1532
293	1521
294	1498
295	1514
296	1482
297	1466
298	1474
299	1505
300	1502
301	1512
302	1508
303	1501
304	1536
305	1531
306	1495
307	1479
308	1470
309	1416
310	1434
311	1412
312	1372
313	1381
314	1401
315	1426
316	1468
317	1472
318	1488
319	1464
320	1474
321	1454
322	1450
323	1461
324	1462
325	1436
326	1457
327	1469
328	1460
329	1450
330	1443
331	1429
332	1474
333	1489
334	1508
335	1501
336	1503
337	1495
338	1505
339	1485
340	1486
341	1495
342	1490
343	1501
344	1506
345	1504
346	1525
347	1529
348	1506
349	1498
350	1498
351	1493
352	1506
353	1514
354	1473
355	1484
356	1479
357	1505
358	1522
359	1515
360	1516
361	1488
362	1485
363	1491
364	1507
365	1562
366	1539
367	1511
368	1512
369	1496
370	1481
371	1447
372	1433
373	1417
374	1419
375	1422
376	1452
377	1458
378	1464
379	1465
380	1498
381	1501
382	1509
383	1500
384	1476
385	1465
386	1478
387	1481
388	1491
389	1502
390	1458
391	1466
392	1502
393	1505
394	1506
395	1512
396	1521
397	1542
398	1531
399	1514
400	1482
401	1442
402	1488
403	1477
404	1504
405	1536
406	1523
407	1516
408	1492
409	1461
410	1431
411	1428
412	1460
413	1481
414	1492
415	1463
416	1465
417	1486
418	1495
419	1496
420	1512
421	1494
422	1492
423	1461
424	1452
425	1409
426	1393
427	1420
428	1439
429	1451
430	1463
431	1484
432	1488
433	1502
434	1459
435	1444
436	1400
437	1407
438	1456
439	1446
440	1488
441	1493
442	1487
443	1463
444	1440
445	1437
446	1435
447	1434
448	1438
449	1509
450	1503
451	1528
452	1522
453	1511
454	1496
455	1507
456	1454
457	1460
458	1466
459	1463
460	1466
461	1473
462	1448
463	1437
464	1449
465	1475
466	1491
467	1507
468	1501
469	1516
470	1522
471	1493
472	1496
473	1478
474	1478
475	1469
476	1474
477	1513
478	1546
479	1558
480	1524
481	1538
482	1505
483	1494
484	1469
485	1453
486	1447
487	1416
488	1444
489	1426
490	1401
491	1455
492	1427
493	1428
494	1451
495	1456
496	1473
497	1457
498	1486
499	1497
500	1478
501	1483
502	1469
503	1476
504	1470
505	1462
506	1458
507	1444
508	1489
509	1434
510	1417
511	1416
512	1394
513	1401
514	1402
515	1429
516	1427
517	1434
518	1451
519	1420
520	1466
521	1473
522	1484
523	1431
524	1418
525	1373
526	1384
527	1401
528	1425
529	1445
530	1428
531	1472
532	1476
533	1437
534	1437
535	1410
536	1392
537	1396
538	1420
539	1449
540	1472
541	1458
542	1430
543	1447
544	1449
545	1434
546	1425
547	1433
548	1434
549	1450
550	1447
551	1472
552	1473
553	1432
554	1426
555	1395
556	1422
557	1414
558	1433
559	1456
560	1465
561	1480
562	1443
563	1429
564	1409
565	1424
566	1418
567	1433
568	1452
569	1456
570	1442
571	1441
572	1443
573	1435
574	1401
575	1397
576	1408
577	1393
578	1412
579	1435
580	1474
581	1477
582	1465
583	1431
584	1433
585	1390
586	1382
587	1404
588	1426
589	1457
590	1464
591	1497
592	1471
593	1420
594	1455
595	1428
596	1406
597	1437
598	1459
599	1484
600	1507
601	1504
602	1431
603	1380
604	1306
605	1271
606	1234
607	1194
608	1182
609	1180
610	1171
611	1176
612	1164
613	1176
614	1166
615	1173
616	1164
617	1167
618	1145
619	1123
620	1112
621	1120
622	1128
623	1120
624	1130
625	1120
626	1122
627	1132
628	1132
629	1166
630	1156
631	1147
632	1123
633	1099
634	1115
635	1110
636	1130
637	1109
638	1099
639	1104
640	1140
641	1151
642	1156
643	1167
644	1167
645	1159
646	1141
647	1139
